Max,Min,Mean
0.978479771146,0.0,0.443602218742
1.11166330241,0.0,0.706324922353
1.61540475524,0.0,0.810525340582
1.87090284599,0.0,0.89972621846
1.90711944046,0.0,0.933283346009
1.91143730739,0.0,0.934181612087
1.98365862376,0.0,0.935745883172
1.99551316659,0.0,0.922699777228
2.0108272185,0.0,0.952421447705
2.07460819279,0.0,0.945974899116
1.94908044198,0.0,0.947907300234
2.02565346598,0.0,0.928456128282
2.01452724365,0.0,0.940360277122
1.98845188797,0.0,0.931198765514
2.01463194668,0.0,0.94607589489
1.99843491597,0.0,0.946852344917
2.03602519622,0.0,0.950133353953
1.98815163812,0.0,0.952240784697
1.99954342615,0.0,0.947073160699
2.034093886,0.0,0.942875399049
1.99428010487,0.0,0.938586349979
2.02549184671,0.0,0.946200554208
2.0091192967,0.0,0.94385421505
1.95013555083,0.0,0.947022085754
2.09141668257,0.0,0.94540365874
2.03709615784,0.0,0.928235652791
2.0251233241,0.0,0.937008023645
1.94712672882,0.0,0.926100709985
1.9758211796,0.0,0.909525091155
1.94543311156,0.0,0.929628123735
2.0162597721,0.0,0.928224153067
2.00927005211,0.0,0.925803869936
1.98867919845,0.0,0.939994487539
2.01165540873,0.0,0.953784594194
2.0408316996,0.0,0.935520710183
2.00540451361,0.0,0.931610336043
1.9775442058,0.0,0.928980158362
1.9851486659,0.0,0.950651123811
2.04399644854,0.0,0.957732033153
2.01744414184,0.0,0.953102790007
2.05282193648,0.0,0.945701242569
2.01166897919,0.0,0.935039968058
2.05178270406,0.0,0.945467230055
2.01764170992,0.0,0.941579552742
1.97218777353,0.0,0.943950892841
1.92415668689,0.0,0.937818991311
1.95287116697,0.0,0.930709829895
2.06470060394,0.0,0.947588882013
1.99061481982,0.0,0.942714801618
1.94500521147,0.0,0.938278031434
2.06097611678,0.0,0.928866008323
2.01151297644,0.0,0.944443175784
2.03498066526,0.0,0.94759023232
2.06890892497,0.0,0.945398118962
1.9641560532,0.0,0.926050162192
1.92039002793,0.0,0.924278366209
1.95508830882,0.0,0.948415982156
2.06143761125,0.0,0.943665065901
2.02405371342,0.0,0.940974179576
2.02805917005,0.0,0.949959879859
1.99343595317,0.0,0.957785022292
2.03662563943,0.0,0.955125986007
2.091882159,0.0,0.943083926826
1.98840802748,0.0,0.945680353089
1.98852337497,0.0,0.947830423973
2.03637938548,0.0,0.949167614881
2.00978640168,0.0,0.948002889766
2.05351271725,0.0,0.951578749902
2.00500336168,0.0,0.943740809523
1.98187279928,0.0,0.935615465988
2.008587077,0.0,0.930482168186
2.04649714151,0.0,0.938218602073
1.97314699443,0.0,0.925060946596
1.96605242817,0.0,0.92645629037
1.95947757409,0.0,0.919521226797
1.96710172751,0.0,0.906665340141
1.91346631095,0.0,0.900062112644
1.95053026075,0.0,0.936497126657
2.02282532279,0.0,0.941817120244
2.02015735499,0.0,0.930543028007
1.97958248713,0.0,0.948565925434
1.9811591651,0.0,0.951805000757
1.98758966442,0.0,0.944278139777
2.02799422336,0.0,0.954193394961
2.02753927714,0.0,0.952590889766
2.07593227234,0.0,0.948126287971
